id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
126287,M17686,M,300.3,309.4,1772,24.8,143,0,0,0,0,0,0
126288,L51146,L,302.2,311.5,1437,49.1,9,0,0,0,0,0,0
126289,L55379,L,299.2,310.7,1429,43.4,121,0,0,0,0,0,0
126290,L47846,L,297.7,309.1,1470,43.5,74,0,0,0,0,0,0
126291,L52771,L,302.5,312.0,1334,57.2,63,0,0,0,0,0,0
126292,H34206,H,303.7,312.8,1682,28.2,150,0,0,0,0,0,0
126293,L49794,L,299.4,309.1,1407,42.5,62,0,0,0,0,0,0
126294,L48703,L,298.2,309.0,1519,36.8,38,0,0,0,0,0,0
126295,M24776,M,298.5,308.8,1352,54.8,68,0,0,0,0,0,0
126296,M23255,M,297.3,308.1,1540,37.7,202,0,0,0,0,0,0
126297,L51202,L,302.1,310.9,1500,38.3,70,0,0,0,0,0,0
126298,L54278,L,300.7,310.2,1610,32.6,26,0,0,0,0,0,0
126299,L49948,L,300.0,309.2,1550,30.2,11,0,0,0,0,0,0
126300,L47873,L,297.8,309.2,1449,43.2,96,0,0,0,0,0,0
126301,L49661,L,299.0,308.6,1511,41.7,175,0,0,0,0,0,0
126302,L53679,L,300.5,309.8,1490,40.8,187,0,0,0,0,0,0
126303,M23803,M,297.3,308.4,1449,45.8,34,0,0,0,0,0,0
126304,L50524,L,301.4,310.7,1375,27.9,174,0,0,0,0,0,0
126305,L56251,L,297.2,308.1,1559,38.4,2,0,0,0,0,0,0
126306,L48331,L,297.1,307.9,1423,42.7,168,0,0,0,0,0,0
126307,M16963,M,299.3,309.1,1546,37.7,20,0,0,0,0,0,0
126308,L56140,L,297.3,307.9,1495,35.0,75,0,0,0,0,0,0
126309,L53076,L,301.1,310.8,1274,55.7,155,0,0,0,0,0,0
126310,L49530,L,299.3,308.6,1472,37.8,33,0,0,0,0,0,0
126311,L55763,L,297.4,308.2,1605,36.4,154,0,0,0,0,0,0
126312,L55956,L,297.5,308.5,1654,31.2,12,0,0,0,0,0,0
126313,L54310,L,300.8,310.4,1400,51.6,25,0,0,0,0,0,0
126314,L55134,L,301.0,311.9,1499,46.3,37,0,0,0,0,0,0
126315,L50592,L,301.3,310.3,1537,55.6,127,0,0,0,0,0,0
126316,L50532,L,301.6,310.7,1390,49.4,187,0,0,0,0,0,0
126317,L48753,L,298.2,308.2,1517,41.8,164,0,0,0,0,0,0
126318,M15008,M,298.3,308.3,1612,38.3,179,0,0,0,0,0,0
126319,L57001,L,298.6,309.4,1309,48.2,185,0,0,0,0,0,0
126320,L57141,L,298.2,307.9,1575,42.3,139,0,0,0,0,0,0
126321,M21049,M,301.0,310.9,1910,21.9,193,0,0,0,0,0,0
126322,L49649,L,299.0,308.7,1371,55.6,124,0,0,0,0,0,0
126323,L56209,L,297.4,308.3,1542,38.8,137,0,0,0,0,0,0
126324,L54728,L,300.2,311.4,1495,43.6,36,0,0,0,0,0,0
126325,L56316,L,297.7,308.6,1442,46.7,109,0,0,0,0,0,0
126326,L51786,L,302.9,311.1,1556,41.2,135,0,0,0,0,0,0
126327,M23173,M,298.9,310.0,1524,38.2,25,0,0,0,0,0,0
126328,L55691,L,298.4,309.7,1377,61.5,34,0,0,0,0,0,0
126329,L55604,L,299.1,310.6,1380,40.2,170,0,0,0,0,0,0
126330,L50678,L,301.7,311.0,1542,43.8,128,0,0,0,0,0,0
126331,M21100,M,301.2,310.7,1394,47.7,168,0,0,0,0,0,0
126332,L49563,L,299.1,308.4,1514,35.0,123,0,0,0,0,0,0
126333,L55587,L,298.5,309.6,1426,50.1,25,0,0,0,0,0,0
126334,L48846,L,298.2,307.8,1540,39.2,181,0,0,0,0,0,0
126335,L55102,L,300.7,311.9,1432,43.3,181,0,0,0,0,0,0
126336,L48402,L,297.0,308.3,1559,34.6,137,0,0,0,0,0,0
126337,L52583,L,302.7,312.3,1539,36.6,0,0,0,0,0,0,0
126338,M18104,M,301.0,309.7,1397,48.1,135,0,0,0,0,0,0
126339,H34207,H,303.7,312.4,1685,32.5,139,0,0,0,0,0,0
126340,L55161,L,301.0,312.3,1545,36.4,2,0,0,0,0,0,0
126341,L50079,L,300.6,309.4,1738,24.4,94,0,0,0,0,0,0
126342,H38474,H,297.2,308.3,1441,45.3,128,0,0,0,0,0,0
126343,L50454,L,301.3,310.0,1665,31.3,0,0,0,0,0,0,0
126344,L50247,L,300.1,309.2,1553,42.8,101,0,0,0,0,0,0
126345,L48587,L,298.9,310.0,1390,48.5,92,0,0,0,0,0,0
126346,M22764,M,300.6,312.4,1427,44.7,59,0,0,0,0,0,0
126347,L53430,L,301.1,310.4,1717,28.8,166,0,0,0,0,0,0
126348,L56786,L,298.9,310.1,1578,34.4,124,0,0,0,0,0,0
126349,M21790,M,300.8,311.5,1430,41.2,10,0,0,0,0,0,0
126350,L51762,L,302.9,311.2,2232,16.6,92,0,0,0,0,0,0
126351,L49997,L,300.2,309.5,1378,41.1,129,0,0,0,0,0,0
126352,L50459,L,301.2,309.9,1533,38.0,215,0,0,0,0,0,0
126353,L56472,L,298.2,309.0,1612,34.1,175,0,0,0,0,0,0
126354,L47581,L,297.4,308.5,1525,43.0,204,0,0,0,0,0,0
126355,L49976,L,300.2,309.6,1763,25.3,80,0,0,0,0,0,0
126356,L53436,L,301.0,310.6,1493,41.9,206,1,1,0,0,0,0
126357,M18581,M,302.2,311.1,1397,43.6,184,0,0,0,0,0,0
126358,M19457,M,303.0,311.2,1378,43.2,5,1,0,1,0,0,0
126359,L52038,L,303.7,312.3,1518,37.9,103,0,0,0,0,0,0
126360,M21516,M,301.4,310.4,1553,41.7,173,0,0,0,0,0,0
126361,M16054,M,297.0,307.8,1435,45.1,68,0,0,0,0,0,0
126362,M18384,M,301.8,310.9,1527,38.0,173,0,0,0,0,0,0
126363,M19356,M,302.5,310.3,1551,35.8,69,0,0,0,0,0,0
126364,L55712,L,298.3,309.4,1426,43.6,26,0,0,0,0,0,0
126365,L53390,L,300.7,310.9,1405,53.5,87,0,0,0,0,0,0
126366,M23837,M,296.9,307.5,1556,36.5,116,0,0,0,0,0,0
126367,M21756,M,301.0,311.6,1612,32.4,202,0,0,0,0,0,0
126368,M24125,M,298.3,308.9,1390,50.7,50,0,0,0,0,0,0
126369,L55603,L,298.8,309.7,1537,45.7,138,0,0,0,0,0,0
126370,L50831,L,302.4,311.7,1329,51.9,97,0,0,0,0,0,0
126371,H38257,H,297.4,308.9,1540,41.3,204,0,0,0,0,0,0
126372,H39412,H,299.0,308.7,1408,50.1,25,0,0,0,0,0,0
126373,M18755,M,302.3,311.2,1577,36.7,71,0,0,0,0,0,0
126374,M23058,M,299.3,310.8,1422,46.1,74,0,0,0,0,0,0
126375,L52692,L,302.7,312.1,1527,43.0,60,0,0,0,0,0,0
126376,L48328,L,297.1,308.0,1449,40.6,9,0,0,0,0,0,0
126377,L55683,L,298.4,309.7,1372,54.3,101,0,0,0,0,0,0
126378,M18981,M,302.1,310.9,1532,41.2,5,0,0,0,0,0,0
126379,L49486,L,299.1,308.6,1512,41.8,152,0,0,0,0,0,0
126380,H30594,H,297.1,308.4,1531,35.8,37,0,0,0,0,0,0
126381,L50466,L,301.2,310.0,1480,47.6,32,0,0,0,0,0,0
126382,L54077,L,300.8,311.6,1477,46.1,137,0,0,0,0,0,0
126383,M18590,M,302.1,311.3,1565,35.2,85,0,0,0,0,0,0
126384,L49010,L,297.8,307.3,1473,46.0,178,0,0,0,0,0,0
126385,L47402,L,298.3,308.4,1485,45.0,158,0,0,0,0,0,0
126386,L55237,L,300.2,311.5,1549,37.2,204,0,0,0,0,0,0
126387,L48368,L,297.3,308.4,1437,40.2,36,0,0,0,0,0,0
126388,M23210,M,298.7,309.6,1616,35.0,186,0,0,0,0,0,0
126389,M17609,M,299.7,309.3,1472,41.4,152,0,0,0,0,0,0
126390,L55433,L,299.1,310.4,1440,43.4,74,0,0,0,0,0,0
126391,M21678,M,301.0,310.7,1657,35.9,153,0,0,0,0,0,0
126392,L47902,L,297.5,308.9,1491,44.7,23,0,0,0,0,0,0
126393,L49774,L,298.9,308.5,1446,37.0,11,0,0,0,0,0,0
126394,M23233,M,298.7,309.7,1362,50.5,143,0,0,0,0,0,0
126395,L51024,L,302.5,311.2,1620,35.1,169,0,0,0,0,0,0
126396,L51486,L,301.6,310.0,1432,48.5,18,0,0,0,0,0,0
126397,H29569,H,298.2,308.3,1438,44.4,119,0,0,0,0,0,0
126398,L55639,L,298.6,309.9,1524,38.2,153,0,0,0,0,0,0
126399,M19213,M,302.0,309.9,1447,39.0,20,0,0,0,0,0,0
126400,M19541,M,303.5,311.8,1659,41.2,166,0,0,0,0,0,0
126401,L54959,L,300.5,311.7,1351,49.2,129,0,0,0,0,0,0
126402,M20297,M,302.9,312.5,1462,50.7,15,0,0,0,0,0,0
126403,H32359,H,300.5,309.6,1629,34.2,78,0,0,0,0,0,0
126404,M21364,M,301.0,310.0,1567,35.3,212,0,0,0,0,0,0
126405,M19756,M,303.7,312.4,1864,22.7,2,0,0,0,0,0,0
126406,L55451,L,299.1,310.7,1450,43.8,188,0,0,0,0,0,0
126407,L55639,L,298.6,309.8,1616,32.9,125,0,0,0,0,0,0
126408,L54210,L,300.6,311.0,1433,44.0,153,0,0,0,0,0,0
126409,L48321,L,297.4,308.2,1472,43.9,11,0,0,0,0,0,0
126410,L49381,L,299.8,309.0,1381,52.9,165,0,0,0,0,0,0
126411,M17033,M,299.5,309.2,1831,23.7,104,0,0,0,0,0,0
126412,L53098,L,300.7,310.2,1518,40.0,0,0,0,0,0,0,0
126413,L47591,L,297.5,308.3,1706,30.3,201,0,0,0,0,0,0
126414,L52164,L,303.8,313.1,1608,40.7,201,0,0,0,0,0,0
126415,M18249,M,301.6,310.9,1648,33.5,69,0,0,0,0,0,0
126416,L51090,L,302.4,311.4,1577,31.5,0,0,0,0,0,0,0
126417,L56869,L,299.0,310.0,1623,32.8,46,0,0,0,0,0,0
126418,L48952,L,298.4,308.0,1452,41.5,15,0,0,0,0,0,0
126419,H36416,H,300.5,310.5,1396,47.2,124,0,0,0,0,0,0
126420,L55918,L,297.6,308.8,1606,34.6,14,0,0,0,0,0,0
126421,L47642,L,297.4,308.7,1433,34.3,173,0,0,0,0,0,0
126422,L54815,L,300.5,311.4,1503,38.0,87,0,0,0,0,0,0
126423,L55410,L,298.9,310.5,1389,49.3,124,0,0,0,0,0,0
126424,H36453,H,300.6,311.2,1719,25.5,94,0,0,0,0,0,0
126425,L49489,L,299.0,308.6,1474,46.5,161,0,0,0,0,0,0
126426,L53139,L,300.6,310.7,1539,51.2,119,0,0,0,0,0,0
126427,L49795,L,299.4,309.0,1495,38.8,68,0,0,0,0,0,0
126428,L52657,L,302.7,312.1,1763,26.5,12,0,0,0,0,0,0
126429,L56366,L,297.9,309.0,1501,47.9,26,0,0,0,0,0,1
126430,L55686,L,298.4,309.7,1445,45.3,15,0,0,0,0,0,0
126431,L48758,L,298.1,308.4,1449,46.8,171,0,0,0,0,0,0
126432,L49494,L,299.2,308.9,1452,40.0,181,0,0,0,0,0,0
126433,L48992,L,298.2,307.8,1476,38.4,134,0,0,0,0,0,0
126434,M21538,M,301.4,310.8,1433,37.1,0,0,0,0,0,0,0
126435,L53250,L,300.9,310.9,1596,35.4,183,0,0,0,0,0,0
126436,L48053,L,295.6,306.2,1458,40.9,74,0,0,0,0,0,0
126437,L47663,L,297.4,309.0,1324,56.9,195,0,0,0,0,0,0
126438,M24552,M,299.0,310.1,1449,41.5,98,0,0,0,0,0,0
126439,L50597,L,301.6,310.6,1347,54.6,137,0,0,0,0,0,0
126440,H35390,H,301.3,310.8,1414,54.6,160,0,0,0,0,0,0
126441,L53266,L,300.9,310.8,1482,37.0,38,0,0,0,0,0,0
126442,M18868,M,302.0,311.0,1406,42.6,166,0,0,0,0,0,0
126443,L56095,L,297.1,308.3,1596,35.1,23,0,0,0,0,0,0
126444,M17095,M,299.2,308.4,1468,39.9,199,0,0,0,0,0,0
126445,H32554,H,300.4,309.8,1513,36.4,2,0,0,0,0,0,0
126446,L53940,L,301.5,310.9,1676,30.0,0,0,0,0,0,0,0
126447,L51729,L,302.6,310.6,1865,22.6,197,0,0,0,0,0,0
126448,H33166,H,302.3,311.2,1445,40.5,17,0,0,0,0,0,0
126449,M18269,M,301.2,310.4,1338,48.2,117,0,0,0,0,0,0
126450,L50525,L,301.4,310.7,1680,30.6,202,0,0,0,0,0,0
126451,L47367,L,298.2,308.4,1415,44.6,150,0,0,0,0,0,0
126452,L55417,L,299.1,310.4,1517,41.0,69,0,0,0,0,0,0
126453,L48789,L,297.7,307.7,1450,43.9,202,0,0,0,0,0,0
126454,M24139,M,298.2,308.8,1492,41.0,98,0,0,0,0,0,0
126455,L54388,L,299.8,309.7,1707,29.1,59,0,0,0,0,0,0
126456,M23304,M,298.6,309.9,1410,47.9,9,0,0,0,0,0,0
126457,H35912,H,300.2,309.6,1828,25.5,174,0,0,0,0,0,0
126458,L55327,L,299.5,310.8,1492,41.0,93,0,0,0,0,0,0
126459,L55282,L,300.3,311.8,1413,46.0,137,0,0,0,0,0,0
126460,L49592,L,299.1,308.5,1442,43.9,94,0,0,0,0,0,0
126461,L53382,L,301.0,310.9,1591,32.7,85,0,0,0,0,0,0
126462,L52555,L,302.9,312.3,1530,34.9,121,0,0,0,0,0,0
126463,L49001,L,298.1,307.6,1354,39.2,129,0,0,0,0,0,0
126464,L55846,L,297.5,308.6,1636,36.7,78,0,0,0,0,0,0
126465,L56307,L,297.4,308.5,1434,48.4,76,0,0,0,0,0,0
126466,H35124,H,302.2,311.9,1657,31.7,147,0,0,0,0,0,0
126467,M15965,M,296.6,307.4,1367,53.5,50,0,0,0,0,0,0
126468,M24676,M,298.5,309.3,1517,38.6,170,0,0,0,0,0,0
126469,L56170,L,297.2,307.9,1493,38.4,100,0,0,0,0,0,0
126470,L48864,L,298.1,307.3,2595,13.8,197,0,0,0,0,0,0
126471,L53166,L,300.6,310.6,1440,43.2,200,0,0,0,0,0,0
126472,M19276,M,302.6,310.4,1532,48.2,77,0,0,0,0,0,0
126473,L52434,L,303.5,313.1,1897,49.7,114,0,0,0,0,0,0
126474,M24284,M,298.1,308.6,1466,48.0,95,0,0,0,0,0,0
126475,L56317,L,297.5,308.7,1564,34.7,119,0,0,0,0,0,0
126476,L48886,L,298.2,307.8,1521,42.9,7,0,0,0,0,0,0
126477,L55015,L,300.1,311.5,1459,34.7,98,0,0,0,0,0,0
126478,L50030,L,300.3,309.3,1525,43.5,209,0,0,0,0,0,0
126479,L53306,L,300.9,311.0,1370,46.3,107,0,0,0,0,0,0
126480,M19393,M,302.4,310.3,1466,39.2,94,0,0,0,0,0,0
126481,L53996,L,300.9,310.7,1533,35.6,143,0,0,0,0,0,0
126482,L47730,L,297.4,309.3,1698,29.4,119,0,0,0,0,0,0
126483,M16079,M,296.9,308.1,1357,41.8,115,0,0,0,0,0,0
126484,L56008,L,297.2,308.8,1605,31.6,135,0,0,0,0,0,0
126485,L55667,L,298.4,309.4,1392,42.4,127,0,0,0,0,0,0
126486,L56924,L,298.8,310.1,1932,21.9,0,0,0,0,0,0,0
126487,L55540,L,298.6,309.6,1540,30.2,5,0,0,0,0,0,0
126488,L48961,L,298.5,308.0,1446,41.6,48,0,0,0,0,0,0
126489,L48891,L,298.2,307.7,1407,47.0,71,0,0,0,0,0,0
126490,L55237,L,300.2,311.5,1549,46.8,67,0,0,0,0,0,0
126491,M17079,M,299.6,309.0,1353,48.4,152,0,0,0,0,0,0
126492,M21722,M,301.1,311.2,1399,49.6,48,0,0,0,0,0,0
126493,L55569,L,298.8,309.9,1525,43.6,77,0,0,0,0,0,0
126494,L49978,L,300.3,309.6,1439,50.3,85,0,0,0,0,0,0
126495,L50554,L,301.4,310.6,1394,45.1,97,0,0,0,0,0,0
126496,L49125,L,298.1,308.1,1704,29.7,65,0,0,0,0,0,0
126497,L48951,L,298.4,307.8,1589,33.6,23,0,0,0,0,0,0
126498,M20771,M,300.7,310.8,1365,60.1,53,0,0,0,0,0,0
126499,L53792,L,301.6,310.6,1222,70.0,91,0,0,0,0,0,0
126500,L53503,L,300.7,310.1,1383,50.3,98,0,0,0,0,0,0
126501,M20445,M,302.6,312.0,1642,29.1,46,0,0,0,0,0,0
126502,L55749,L,298.0,308.7,1525,41.4,109,0,0,0,0,0,0
126503,L55224,L,300.6,312.0,1399,46.4,54,0,0,0,0,0,0
126504,L57125,L,298.3,308.0,1474,37.8,101,0,0,0,0,0,0
126505,L53027,L,301.4,311.1,1462,48.3,48,0,0,0,0,0,0
126506,M18438,M,301.7,310.5,1625,33.4,121,0,0,0,0,0,0
126507,M16856,M,298.2,307.7,1465,42.0,138,0,0,0,0,0,0
126508,L53525,L,300.2,309.8,1298,65.5,13,1,0,0,0,1,0
126509,L53303,L,300.2,310.1,1423,46.5,100,0,0,0,0,0,0
126510,L47209,L,299.0,309.4,1693,30.1,17,0,0,0,0,0,0
126511,M21522,M,301.3,310.4,2093,18.7,173,0,0,0,0,0,0
126512,M15435,M,297.9,309.9,1491,40.8,183,0,0,0,0,0,0
126513,L53937,L,301.4,310.9,1597,37.7,197,0,0,0,0,0,0
126514,L50550,L,301.4,310.7,1518,32.2,19,0,0,0,0,0,0
126515,L57124,L,298.1,309.2,1479,38.0,93,0,0,0,0,0,0
126516,L56253,L,297.2,308.1,1469,41.2,150,0,0,0,0,0,0
126517,M15675,M,296.8,307.5,1474,40.1,140,0,0,0,0,0,0
126518,H36939,H,300.1,311.4,1383,44.2,40,0,0,0,0,0,0
126519,L56679,L,299.2,310.1,1611,34.5,10,0,0,0,0,0,0
126520,L50596,L,301.6,310.6,1357,47.2,135,0,0,0,0,0,0
126521,L48646,L,298.8,309.8,1565,40.1,112,0,0,0,0,0,0
126522,H38189,H,297.5,308.6,1656,32.2,7,0,0,0,0,0,0
126523,L49496,L,299.0,308.7,1441,44.6,177,0,0,0,0,0,0
126524,M21802,M,300.7,310.6,1454,40.6,114,0,0,0,0,0,0
126525,L49304,L,299.2,308.9,1490,39.1,117,0,0,0,0,0,0
126526,L56394,L,298.0,308.8,1508,37.1,92,0,0,0,0,0,0
126527,L56894,L,299.1,310.2,1593,34.1,106,0,0,0,0,0,0
126528,M21756,M,300.7,311.4,1447,43.3,59,0,0,0,0,0,0
126529,M23613,M,297.4,308.6,1678,30.7,156,0,0,0,0,0,0
126530,L47778,L,297.7,309.6,1480,47.9,17,0,0,0,0,0,0
126531,M15924,M,296.7,307.9,1514,44.3,199,0,0,0,0,0,0
126532,L49650,L,298.9,308.5,1532,42.7,136,0,0,0,0,0,0
126533,M19753,M,303.8,312.5,1365,53.3,190,0,0,0,0,0,0
126534,L56758,L,299.4,310.7,1433,44.2,64,0,0,0,0,0,0
126535,L50477,L,301.2,310.3,1429,49.3,72,0,0,0,0,0,0
126536,L54099,L,301.0,311.3,1444,39.8,197,0,0,0,0,0,0
126537,L55651,L,298.6,309.6,1496,36.8,193,0,0,0,0,0,0
126538,L53250,L,300.9,310.8,1477,40.5,183,0,0,0,0,0,0
126539,L49170,L,298.0,307.6,1685,32.4,199,0,0,0,0,0,0
126540,M23943,M,297.2,307.9,1514,41.3,153,0,0,0,0,0,0
126541,L52234,L,303.9,312.8,1825,23.6,182,0,0,0,0,0,0
126542,L50118,L,300.7,309.5,1479,34.5,100,0,0,0,0,0,0
126543,M21012,M,301.1,311.1,1510,41.0,174,0,0,0,0,0,0
126544,L48257,L,296.8,307.6,1665,36.5,179,0,0,0,0,0,0
126545,M21355,M,300.6,309.8,1394,53.9,117,0,0,0,0,0,0
126546,L48297,L,296.6,307.4,1523,44.3,85,0,0,0,0,0,0
126547,L56825,L,299.4,310.5,1601,34.5,175,0,0,0,0,0,0
126548,L54271,L,300.6,310.2,1716,28.3,192,0,0,0,0,0,0
126549,L49771,L,298.9,308.6,1547,46.4,2,0,0,0,0,0,0
126550,L55265,L,300.1,311.4,1331,36.9,143,0,0,0,0,0,0
126551,L52902,L,302.2,311.7,1766,25.1,178,0,0,0,0,0,0
126552,L48366,L,297.3,308.4,1571,47.7,31,0,0,0,0,0,0
126553,M22344,M,300.3,311.6,1504,39.5,151,0,0,0,0,0,0
126554,L47543,L,297.6,308.3,1546,40.9,7,0,0,0,0,0,0
126555,M19751,M,303.7,312.3,1435,45.9,0,0,0,0,0,0,0
126556,M22318,M,300.3,311.6,1733,30.0,62,0,0,0,0,0,0
126557,L55774,L,297.4,308.0,1549,51.9,184,0,0,0,0,0,0
126558,L51719,L,302.5,310.3,1466,45.1,156,0,0,0,0,0,0
126559,L54654,L,300.3,311.7,1435,40.2,201,0,0,0,0,0,0
126560,L53806,L,301.6,310.6,1613,37.4,97,0,0,0,0,0,0
126561,L48083,L,295.7,306.2,1634,32.4,142,0,0,0,0,0,0
126562,L54979,L,300.0,311.4,1569,41.9,96,0,0,0,0,0,0
126563,L48543,L,298.7,310.1,1433,54.6,44,0,0,0,0,0,0
126564,L50603,L,301.4,310.4,1496,21.5,153,0,0,0,0,0,0
126565,L56559,L,297.5,308.3,1616,33.4,108,0,0,0,0,0,0
126566,L55211,L,300.7,312.0,1550,42.6,5,0,0,0,0,0,0
126567,L49325,L,299.4,309.1,1550,42.4,170,0,0,0,0,0,0
126568,M15600,M,296.9,308.4,1576,36.9,186,0,0,0,0,0,0
126569,L47622,L,297.4,308.6,2268,15.8,61,0,0,0,0,0,0
126570,M22648,M,300.3,311.7,1593,34.2,5,0,0,0,0,0,0
126571,L55258,L,300.3,311.7,1491,39.7,96,0,0,0,0,0,0
126572,L55991,L,297.3,308.5,1422,43.0,9,0,0,0,0,0,0
126573,L51914,L,303.3,311.4,1517,36.3,26,0,0,0,0,0,0
126574,M17681,M,300.3,309.6,1499,42.5,137,0,0,0,0,0,0
126575,L53236,L,300.8,310.8,1634,29.9,147,0,0,0,0,0,0
126576,L49609,L,298.9,308.3,2029,18.0,181,0,0,0,0,0,0
126577,M23759,M,297.2,308.5,1372,54.5,105,0,0,0,0,0,0
126578,H37878,H,298.7,309.9,1314,52.1,42,0,0,0,0,0,0
126579,L53243,L,300.9,311.1,1565,36.2,168,0,0,0,0,0,0
126580,L49270,L,299.5,309.2,1556,36.4,119,0,0,0,0,0,0
126581,L48021,L,296.6,307.5,1616,31.8,74,0,0,0,0,0,0
126582,L55982,L,297.4,308.6,1596,36.8,73,0,0,0,0,0,0
126583,L51138,L,302.5,311.4,1352,55.5,35,0,0,0,0,0,0
126584,M19737,M,303.7,312.4,1546,37.9,7,0,0,0,0,0,0
126585,L50201,L,300.5,309.7,1631,31.1,114,0,0,0,0,0,0
126586,M15881,M,296.4,307.5,1456,48.5,84,0,0,0,0,0,0
126587,M16252,M,299.0,310.3,1508,40.7,144,0,0,0,0,0,0
126588,L55271,L,300.2,311.6,1519,39.5,148,0,0,0,0,0,0
126589,L50989,L,302.2,310.8,1363,44.9,76,0,0,0,0,0,0
126590,L54921,L,300.5,312.0,1372,45.6,153,0,0,0,0,0,0
126591,L52869,L,302.3,311.8,1399,57.9,96,0,0,0,0,0,0
126592,M15881,M,296.3,307.3,1654,30.9,33,0,0,0,0,0,0
126593,M22783,M,300.8,311.9,1633,31.2,183,0,0,0,0,0,0
126594,L52612,L,303.0,312.3,1648,32.5,70,0,0,0,0,0,0
126595,M23148,M,298.9,310.6,1357,47.8,9,0,0,0,0,0,0
126596,M16792,M,298.1,308.0,1535,42.8,41,0,0,0,0,0,0
126597,L53525,L,300.2,309.7,1421,44.4,13,0,0,0,0,0,0
126598,L56546,L,298.0,308.5,1461,46.0,189,0,0,0,0,0,0
126599,L53265,L,300.9,310.6,1481,38.2,188,0,0,0,0,0,0
126600,L47305,L,298.9,308.6,1420,44.1,139,0,0,0,0,0,0
126601,L55273,L,300.2,311.5,1511,37.0,153,0,0,0,0,0,0
126602,L55991,L,297.2,308.5,1366,50.0,95,0,0,0,0,0,0
126603,L51621,L,302.5,310.4,1565,35.2,166,0,0,0,0,0,0
126604,L51428,L,301.5,310.1,1697,29.5,95,0,0,0,0,0,0
126605,L49624,L,299.2,308.5,1647,31.9,70,0,0,0,0,0,0
126606,L51536,L,302.0,309.7,1449,46.9,152,0,0,0,0,0,0
126607,L49657,L,298.9,308.5,1387,57.3,0,0,0,0,0,0,0
126608,L47438,L,298.1,308.3,1341,52.8,17,0,0,0,0,0,0
126609,L49003,L,298.1,307.7,1365,48.7,5,0,0,0,0,0,0
126610,L56672,L,299.2,309.9,1434,49.8,14,0,0,0,0,0,0
126611,L51630,L,302.5,310.3,1465,37.3,168,0,0,0,0,0,0
126612,L51460,L,302.0,310.6,1445,46.8,102,0,0,0,0,0,0
126613,H38574,H,297.7,308.4,1616,32.2,2,0,0,0,0,0,0
126614,L53030,L,301.3,311.1,1873,23.0,188,0,0,0,0,0,0
126615,M24593,M,298.9,310.1,1410,42.9,79,0,0,0,0,0,0
126616,L54255,L,300.7,310.5,1557,36.0,193,0,0,0,0,0,0
126617,L55456,L,298.8,310.5,1476,52.8,17,0,0,0,0,0,0
126618,L54266,L,300.6,310.3,1492,42.8,148,0,0,0,0,0,0
126619,L54634,L,300.2,311.6,1691,30.6,61,0,0,0,0,0,0
126620,H33777,H,302.1,310.1,1430,38.6,166,0,0,0,0,0,0
126621,L51422,L,302.4,310.9,1605,36.5,154,0,0,0,0,0,0
126622,H32804,H,301.5,310.7,1599,40.4,85,0,0,0,0,0,0
126623,L53414,L,300.9,310.8,1477,39.5,155,0,0,0,0,0,0
126624,L53258,L,300.8,310.7,1461,43.7,199,0,0,0,0,0,0
126625,L49146,L,297.9,307.6,1399,49.5,118,0,0,0,0,0,0
126626,L53658,L,300.6,310.1,1663,32.4,145,0,0,0,0,0,0
126627,M23029,M,299.6,310.3,1336,58.8,64,0,0,0,0,0,0
126628,L50252,L,300.1,309.0,1414,58.2,114,0,0,0,0,0,0
126629,L56610,L,298.0,308.5,1671,28.8,41,0,0,0,0,0,0
126630,L56938,L,298.6,309.8,2271,44.2,218,1,1,0,0,0,0
126631,H35745,H,300.5,310.0,1495,40.4,161,0,0,0,0,0,0
126632,L48406,L,297.1,308.4,1364,54.3,156,0,0,0,0,0,0
126633,L55018,L,300.2,311.7,1334,54.8,191,0,0,0,0,0,0
126634,L52437,L,303.5,313.0,1689,28.7,44,0,0,0,0,0,0
126635,L49742,L,299.3,308.5,1286,54.0,135,0,0,0,0,0,0
126636,H33529,H,302.1,310.8,1524,40.1,108,0,0,0,0,0,0
126637,H34128,H,303.3,311.7,1507,41.0,20,0,0,0,0,0,0
126638,L49465,L,299.4,308.7,1691,30.0,102,0,0,0,0,0,0
126639,M17236,M,299.2,308.3,1364,46.0,166,0,0,0,0,0,0
126640,L49305,L,299.3,308.9,1258,69.4,119,0,0,0,0,0,0
126641,M24142,M,297.5,308.1,1422,43.7,94,0,0,0,0,0,0
126642,M15016,M,298.4,308.2,1387,55.6,203,0,0,0,0,0,0
126643,L53778,L,301.6,310.7,2211,16.5,22,0,0,0,0,0,0
126644,L53138,L,300.5,310.2,1517,39.4,31,0,0,0,0,0,0
126645,L49516,L,299.2,308.4,1477,41.8,9,0,0,0,0,0,0
126646,M16941,M,299.4,309.3,1520,38.2,174,0,0,0,0,0,0
126647,L53126,L,300.7,310.9,1502,42.4,127,0,0,0,0,0,0
126648,L51665,L,302.7,310.1,1791,27.2,35,0,0,0,0,0,0
126649,L55027,L,300.0,311.4,1629,34.3,215,0,0,0,0,0,0
126650,H35901,H,300.5,309.9,1388,48.6,205,0,0,0,0,0,0
126651,L50571,L,301.5,310.6,1480,41.9,77,0,0,0,0,0,0
126652,M19221,M,302.1,310.1,1342,50.4,145,1,0,1,0,0,0
